sentiment,text
negative,bored in tec 
negative,@spitorswallow wish I could...but the seasons don't change 365 days of the year. 
negative,#heyxboxlive Probably shouldn't mention any show with Drew Carey considering what he's done to Major Nelson 
negative,Man im too fucked to be in work 
negative,still in the business plan meeting.. Too many back to back presentations 
negative,Sitting outside doctor's surgery so it's my turn now  bah what a holiday !!!
negative,@Donniesbabe well its pishing here  sun looks like it wants to break through hope it dows kids doing my head in !!!!!!
negative,finally home... sooo tired.. 
negative,omg breech again *sob*   
negative,whitout friends 
negative,"is pisses off, legs ++ feet in loads of pain, running from a old man who tryed too trash our tent :O "
negative,not going swimming 
negative,@_Jaska Some things... they just never get old. http://tinyurl.com/holdisgiantcherry I miss Maya. 
negative,wants to go Shopping! 
negative,"Making a short video, Windows movie maker has crashed for 20th time   but my middle name is perseverence :p , should finish the video soon"
negative,"@dougiemcfly @tommcfly good morning guys, how are you all? You know, it's frustrating, I never get a reply  "
negative,@jardinjaponais *hugs* I hope your day gets better. Cell phone providers are made of suck 
negative,"Rode river circuit, asthma hit hard :O Too wet to mow  Amazed or amused that W/pac cr limit raised, celebrated with Coles' shop, etc. ;)"
negative,"ss favourite youtube clip, lightning mcqueen singing &quot;barbie girl&quot;, has been taken down. "
negative,"@big_blue_wolf Not yet, no. Doubt I'll get a chance to until tonight. Work's mental, thanks to BT cutting off 70,000 customers today "
negative,Twitter was down when I went to bed last night.   But now it back and so am I!
negative,"try to use skimmer by fallon for the first time... like the overwiev and style, would be cool ig you could browse the photos "
negative,"@livinginfiction outdoors man..can't get to the gym this week, no time no time  dinner soon babe! early next week? or brunch sunday."
negative,dramaa assignmenting is gay. too sick but i have to do it 
negative,"@jetshun4 persons who read my twitter can't catch up for another week.  Can't talk about it here.  But yeah, saaaaad.  "
negative,"@redtoffee Strawberry is the absolute best Angel Delight EVA!  I had chocolate once, but it was too sweet. "
negative,@marissamonotony why 
negative,@re303 Congrats!!! Bella misses you 
negative,first cold night of the year 
negative,"My friend Coco (Chris) had a party this weekend, and it seemed to have been awesome. FAIL. I wasnae there   "
negative,hasnt done any work  oh well!
negative,my msn hates my guts. i wanted to go out tonight 
negative,My dog passed away in the night  full on gutted.
negative,"Mum just called, now my sister is in hospital "
negative,still at work 
negative,Still stuck with the Microsoft specialist... Won't this day ever end! 
negative,Off to bed ... damn end of daylight savings - means my son will be awake at 5.30am 
negative,a day of nothing...bliss!! miss my boy tho 
negative,Tonight's episode of #House incredibly sad.  And it has nothing to do with Meatloaf's usual bad acting.
negative,Why is it so hot today??  
negative,Playing PKR online poker and has a headache 
negative,"is pissed off, running from that old man who tried too trash our tent has left me with the battle wombs "
negative,"@elanorelle Niceee... we ran out of filter coffee art work , not good  , forgot my bread to make toast bad start to the day"
negative,"@alessandrod: dude.. hope you guys are alright, except the home/car "
negative,What a lousy day  ... buh...
negative,@rakeman It was in the 80s F just last week! 
negative,just violated the tuners rule.. dont buy non-performance parts. sorry.  ima buy the air filters next time..
negative,@RoBaBaNks I can't sleep either 
negative,i have the flu 
negative,@theonewithkatie please! I need someone to go to IT with me. 
negative,"@CHRISDJMOYLES didnt get tickets  live in MK, gutted xx"
negative,@Deemaah but i offered to clean twice 
negative,"@pinkiecharm sorry, you musta got a bit.. sick of my dance tweets.  Sorry to have you unfollow me "
negative,Can't get past 43 in flight control  http://twitpic.com/2y7f2
negative,"morning!! good mood, bad pain. lovely day for staying in bed again "
negative,is a twitter loner!!! 
negative,i can't breatheee... i hate being sick! 
negative,It is snowing in Tennessee too!! 
negative,"@DreadKey Iã®´m K.O'd ..  battered and bruised! ... my arm .. The tambourine..,  self conflicted pain! "
negative,i have to wake up in 5 hours  laameeee
negative,my interwebs is so fraked up that I can google maps something on my iPhone (3bar GPRS ..no 3G!) faster than my 10Mbps cable connection! 
negative,"isn't feeling well, still don't get why people say they're pregnancy is the most beautifull time of they're life "
negative,@sam_piroton hope so - I don't have an iPhone (@lauraoliver) 
negative,what is this?? I feel  hotter.. I'm sicker than ever 
negative,@xguccishoesx  Seems tony is away in Sheffield 
negative,@moony394 *huggggs* i'm glad you're here to help me through this  he was my favourite character. the white house sucks for stealing him 
negative,tomorrow is another day....damn tomorrow is already today 
negative,"Watching RealKidPoker (Daniel Negreanu) lose $160,000 in four hours real time via twitter. He's losing it "
negative,Anticipating a slow empty boring summer 
negative,is off to Italy today! No more Starcraft for a couple of weeks though 
negative,Awake ..why can't I sleep..... Got to work @ 6AM -4hours 
negative,@karen230683 more shopping!!! sounds like a terrible plan  hope you are not dragging your brother with you this time :p
negative,@Dannymcfly haha! tell me about it!.. i dont get it either  x
negative,"@jaredleto  i can't sleep i need to work on my speech about huka and youth, i hope i get the 10 full marks "
negative,@janinesd no i'm poor. i am not an RN yet so i still have mobi!!! lol!!! 
negative,My search decks on tweetdeck are not working since yesterday  - anyone else have this problem?
negative,"@SmashleyPants Awwwww    *virtual flowers, chocolates. hugs, and kisses* &lt;3"
negative,"im awake people , got nothing to do today  probably watch TV and get rid of all my programs on sky+ planner ( the joy NOT !!!! )"
negative,Out of stock on xbox 360 limied edition red Elite at the moment  . I must have one!   http://twitpic.com/2y7g0
negative,Morning all. Gave the cat his tablet this morning... What a mission that is! He knows what we're up to now and prepares for battle 
negative,"@nicholasbraun aww no fair, you didn't check the pic i sent you "
negative,@heidimontag we don't get to see season 5 of hills till may 
negative,"Driving to my parents and chilling with them. Well the sun is shining, but I don't feel so well today "
negative,"@DavidT2006 Virgin again today, I'm afraid as I'm pushed for time. Having said that, I was delayed 40 mins at Brum "
negative,has the biggest headache  But a second job! Woo!
negative,can't wait for bring me the horizonnn. too bad Curtis Ward is not in the band anymore 
negative,"No, that's not him in the picture. I don't have any pics yet "
negative,"Working rite now, but have a MASSIVE Headache building, and feeling very sick.  ."
negative,@darkened_jade Yep.....WORK....started badly and has gone rapidly downhill!  Story of my life to be honest 
negative, have to work on homework tmrw...
negative,"@moony394 LOL ugh that's so ominous, i hope i don't have to cry over idol this week too. fox hates me "
negative,@mistystilletto if it had happened to anyone else i would have peed myself laughing. I scraped my leg 
negative,@reldred yes #babypunch is totally addictive 
negative,I'm yet thinking of earthquake in Abruzzo(Italy) 
negative,think i need to start buying and using wrinkle cream 
negative,"Oh man, I can't find a Tenori-On anywhere! What am I going to do?! "
negative,It really annoys me when I'm on msn on my 360 late at night watching a DVD and I fall asleep inadvertently.  Damn it lukey 
negative,finally home now... so hungry and now one is home 
negative,Suppose I should start revision and stop putting this mornings session off. Tweet soon 
negative,"@britneyspears just read up about the film, looks good!! Although we over here are gonna have to wait for it to come out "
negative,@GetSmart86 U watching Loser? I wanna cry for Sean 
negative,wants someone to come back 
negative,Wishing I hadnt skipped breakfast this morning...hungry! 
negative,@jamsandwich i was sniffling for the first time this year at 5am today....crappy isn't it 
negative,@jsparsons I am starting my prep. for the PMP exam tomorrow.  Can relate the feeling.
negative,@Izzy_Artest Miss you too...  It's been too long! Come back!
negative,"Was going to make a site updates twitter account but nahh, it won't work "
negative,gaaa i want some peace and quiet! hard to find wen living with 6 people living in a small 3 bedroom unit! 
negative,"Am gutted, checked weather report for the wrong day! No fishing for me today "
negative,@cadelofficial http://twitpic.com/2ved8 - I love mountains.. but i live in belgium.. 
negative,looks like baby is going to be born in PI 
negative,might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not 
negative,Why are there kids shows on PBS right now? Its supposed to be Nature! 
negative,I suck at French 
negative,"@Cynnergies Yep, I also seem to get a real slowdown most evening after around 6pm GMT "
negative,all work and no play does not a happy Linda make  Can't wait for the holidays!
negative,"Hates his pills, oh god why do they have to taste so fuckin horrible. 0,5 liter of coke to flush them down isnt even enough "
negative,"@rainarcher can only fit 4 people max and its full  otherwise, you know, it would be yours .. sowwi!"
negative,@masterballerina haha but then u'd have 2 go to cambeltown.  omg i can't even draw well in inkart.
negative,I always get insomnia at the most inopportune times. 
negative,you've all failed me 
negative,i can't enjoy the weather 
negative,I am officially alone on my Twitter 
negative,ive been awake for so long it feels about 6pm   meh 
negative,@StevenGhysel That seems to be a problem with Twitter's timestamps. Not much we can do about it 
negative,"Well, this day... I would like to go out in the sun instead of sitting here looking at Excel... "
negative,When I get mine Iã®´m going to do a tour of Copenhagen with it ã®´;) Hmmph I can't top that  .. must get thinking .. http://tinyurl.com/c2trgj
negative,"Just finished watching the new Heroes episode....God, I can't wait for next weeks episode  Heroes FTW"
negative,Work is dragging... Pretty tired only got about 2 and a half hours sleep 
negative,"Urg,colds suck "
negative,Fta: anyone heard about this? wondering if anyone is carrying VOOM anymore or are they pretty much dead?  http://tinyurl.com/ca6z8j
negative,Is happy because I annihilated a baby huntsman in my kitchen with the cooking pan..however this means a MAMA one may be in hiding  FUCK!!!
negative,"About to go looking for shoes for my brother, looking forward to Torquay in April. Not as sunny as yesterday here "
negative,"just woke up, late, again! I was supposed to wake up at 6am cause there are lots of things to do... late homework mostly. "
negative,"is boarding EK348 - as usual, no upgrade from EK Colombo "
negative,missed some good oppertunities... 
negative,@moony394 it must be because i slash their characters  sighhh gonna go sleep and dream happy things about kutner
negative,"Babies a bit sick  poor honey. Having a relaxing day otherwise in Israel, enjoying all the fam."
negative,Best birthday ever. Untill the house sold. 
negative,Nothings worse than planning on going to the mall with no money  Damn Unheavens Dunks
negative,Does Not Want co-worker's various lurgies 
negative,"@JamboTheJourno I am indeed, the one with my RLC interview in. Good stuff, thought I'd finally found something no-one else had "
negative,"linkedin is being really mongy for me tonight... in fact it has just sat spinning, doing nothing a few times recently "
negative,Working too  Need a break too!!!!
negative,"What A Mistake Buying That Dress, I Dont Even Want To Go To Grad Anymore "
negative,"is back in Byron Bay @cafe Fresh, missing all my Melbourne friends "
negative,@Muzzzza ur as bad as @KateEdwards 
negative,@tombot18 Oh dear. That means I won't be driven away to do something more productive 
negative,"bugger, the spray paint just showed up, i spose that means no riding and doing work for me now    sad day!"
negative,"got up, an hou ago, now lerning again. really boring stuff "
negative,@leepeesa Story of my life-stop looking and icaisfrank comes again ... What is this I read about a vet visit???  Memories/photos may help?
negative,"@lwmedium It is, apparently the Chinese government put pressure on The SA one not to let him in. Whole Peace conference was canceled "
negative,Nothin like throwin up on your customers front door 
negative,@J_xox Laterr hunn!! Arghh hope i dont miss any tweets lol..Gunna be at my nans later!! Nooo  byeeee x x x
negative,"@xissyx we can't go to robina, all the shops will be closed because its good friday "
negative,"@acummings I've got return tickets booked for this weekend  If the exchange rate wasn't so bad I'd go, but don't mind missing it really."
negative,Laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom. 
negative,Something's wrong. I keep getting some error graphic instead of the music player when i go to a musician's myspace page now. 
negative,Not good.....Munchkinster is not feeling well 
negative,@carobode i'm starting to have an headache too.. Am @ school &amp; i'm so sleepy  got work 2 do this AM?
negative,"@holmpat Morning Pat!  Another one in sunny  spain?  Except its not sunny here today, cloudy and raining. "
negative,The Mighty Tap are doing a one-date world tour but I will have a newborn  http://news.bbc.co.uk/1/hi/entertainment/7985487.stm
negative,ahhh!! my webcam is messed up and won't turn on! 
negative,@fragilemuse the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho 
negative,@andrewwright yeah that's what I was thinking. Would love to get your feedback on my creative. Will DM you when dentist has finished 
negative,"Big, capacious wooden kitchen island 120x240 metric - thought I was buying it but we're not  Photos &amp;c on request if you're interested."
negative,i just grew another chin 
negative,I'm in a confused state whether to implement a tab interface in the application currently i'm working in. 
negative,"My sister's kitty Eva had three baby-kittens yesterday, but something is wrong with her and needs to go to the vet "
negative,@captainjohnhart Most people don't realise how much they'd miss it if they couldn't do it any more 
negative,"@_GERM damn it, it's so true  i need help!"
negative,needs a ride to work  im not liking the pospect of the 84 bus!
negative,drinking milk+being on youtube+lonely  || Emiliiee?!
negative,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC "
negative,read a word he didn't know and felt his brain preparing to go for the 5-way controller before remembering that real books don't have them 
negative,Its bad that we cant buy it here 
negative,"these days i don't feel like twittering,  don't know why..."
negative,Man I want some Nike Air Yeezy's but as i don't live in states have no chance in hell  Ahh well spend the $200 on 2 pairs of sb's instead!
negative,Frankfurt three times but I dont understand it 
negative,Three days since my last tweet and no concern? I could have been dead peeps! The reality is I forgot my password 
negative,"@cocoy A person who's genuinely interested in English, Filipino, programming, and teaching should make that paper. Oh wait, that's me. "
negative,"@jonpaulkaiser I'm probably worse than you lol so sorry, these photos are seriously long overdue  last time I buy a Sony cam: rubbish!"
negative,@Deemaah but I thought I did  Not my fault that you dont pay attention to my genitals!
negative,@overheardatmoo Wish I could have participated this time 
negative,Oh i received an answer for a ticket that is 6!!!!!! month old. This is really really  fast  #cob #ticket
negative,I just found out I was unsuccessful in applying for the Hampshire Probation job  #fb
negative,"@Claire_S Will you be videoing or streaming or podcasting, Tweeting or anything else? Can't make it unfortunately. "
negative,has got work again today 
negative,@ollyog Well not far from the station by the looks of it just head there ;) I'm actually jealous would love to be in Belgium right now 
negative,Insomnia kickin in  I hate this!!!
negative,@Laura6476 no im not     we are gunna go this hols though.   i really want to see him 
negative,dropped one of the earbuds of my sennheiser in my tea  i really hope its gonna work again :'(
negative,"Ugh coffee please! Being at work at 6.45 is not good for my brain, it is now officialy melting "
negative,"@ambermatson It's terrible isn't it. Don't expect many earthquakes in Euruope, certainly not bad ones "
negative,@binncheol  you should listen to some music by this dude called andy hull and afew other blokes. I even hear they're playing ldn tomorrow!
negative,No snoo-snoo for you 
negative,the computers might be operational but there still isn't much to do 
negative,"I think the WiFi on my iPhone is broken. It will &quot;connect&quot;, but when I actually have to use it that's another story... "
negative,@lejeff oh pants! I'm hanging out with the old folks back  in England   Defo b up 4 1 when I get back. tho 
negative,Watching death race....found out sandra cantu is dead 
negative,pizza night and i feel too sick 
negative,is playing basketball today? lol. i wanna go to the pub 
negative,"@FrumiousMe T'was the antibiotics for root canal.  Will take Polaramine tonight for hives, other symptoms have gone now thank goodness."
negative,is not impressed with the rain- I wanted to go market shopping  bleh.
negative,@choadmalma i wish i could link things as good as you 
negative,yep...it's been 6 weeks  A lady at our church is watching her.
negative,"@darraghdoyle ah pox, say it isn't so "
negative,it's raining outside. looks like snow but it's raining 
negative,@mousenator cry? 
negative,@andy_cyrus im still awake too lol cant sleep  glad your up tho (:
negative,@kellymreynolds yep...it's been 6 weeks  A lady at our church is watching her.
negative,"@JasonVonBerg I've advertised on our blog, through career sites and used agencies... not sure how else I can go about it.... "
negative,@iamnipper last week  they've got the bike minus a saddle
negative,@justagirl79 That's great about your license! Wish you'd got the rest of it back. 
negative,pissed coz a friend is to busy to see me2day 
negative,coffee @33 is turning into Starbucks (feral children-wise) 
negative,"@achmadsirman yeah i am, infact the spray paint is for the mutt, i got real delayed with some problems so not finished either yet "
negative,At my mama ji's place.. everybody keeps giving me new options to study or work now. i get more confused with each passing day.. 
negative,@axon those got cancelled  Now everybody else is rattling my brains &amp; makin me cuss something terrible!!
negative,tiredd  nothing to do today 
negative,@gvenk Thanks! @AlexanderNL Sorry 
negative,Mew  Today is a prescribed opiate day me thinks - grr 
negative,@ladybug27 Damn! I missed out? Why didn't you invite me? 
negative,@RellyAB will likely be unable to attend - crying all the way home 
negative,@spanx except I missed last weeks S.Lee and now it's gone from iPlayer 
negative,@jamrock where did Top Cat go? 
negative,has got a cold coming  how shite!!
negative,@kev_nz LOL better let aboy021 know if he's doing the deploy before his 9:30 bedtime. Hope you are feeling better. Being sick sux 
negative,not able to sleep.  
negative,"That was it folks, spring's gone and winter is back...it's snowing outside "
negative,pissed coz a friend is too busy to see me2day 
negative,@Bradqb13 I know the feeling man. Just lay low for a while. Some people are just like that ... 
negative,"weather cloudy again, everyday same time rainy  "
negative,is revising 
negative,@catvix I am? News to me. And sorry to hear about the job 
negative,"Red Jaguars, Blue Barracudas, Green Monkeys, Orange Iguanas, Purple Parrots and Silver Snakes... remember Legends of the Hiddent Temple? "
negative,"@hairpins haha well what makes you think you don't use big words too? SADISTIC! :p what did i say any way? and no i don't, sorry babe "
negative,"@Frumph I'd hug you, too!  Poor Frumph.....  "
negative,Andre Riue on neighbours..what has the world come to...internets down  lol
negative,"Looks like rain today, bet it buckets down as soon as I step outside front door, always the way !!!!, downhill all the way from today "
negative,@renee_66 okie dokie! do you wanna ask ash and tegan and yasmin? i asked nicole but she said she cant 
negative,Coughing up a lung - again !  I've had this on and off since Xmas 
negative,ive got a poorly tongue after i burnt it on my Chilli last night  Had a lovely day yday to.. thanks guys!
negative,Im up guys  lloll
negative,@odo_snape_maven owwie!  the dictation software won't pick up whispering eh? i know Meleney has it but dunno how good sound pickup is.
negative,@lauraEchilds fine I wont make it up to you  check your dm?
negative,quite sick going to doctor now 
negative,bad day 
negative,Taking the rents to the airport...not excited about being up this early.Have to go to work at 8. 
negative,"just poked herself in the eye the mascara  but i love mascara, its a god sent"
negative,"@MichAtagana Shame, what's wrong? "
negative,I've just got my streetcar essay back from Jerry and its still no good... ah man this is gonna be a bad day 
negative,Tonights episode of house was sad  I can't believe he left the show! I can't stay awake anymore I'm mad tired. Had a long day. Sleep time!
negative,"It's 5:23 and I've been sitting around barely watching I'm Not There. I really wanted to see that movie, but I keep getting distracted. "
negative,"Last day at home today  Catching the train at 10am tomorrow. Has been a nice break! But now I need some breakfast, a shower and a shave!"
negative,"has a poorly cat at home, i want to be their to hold her fur back and pass her tissues "
negative,"@chester_see Yes, I often take the risk of running down the DLR steps but today I just missed that last step and twisted my ankle. "
negative,Why does it take so long to go through one lecture which only took 52 mins to give?! and it's sunny outside. Someone is mocking me 
negative,Another assignment to be done! an dinner with dad tomoz! 
negative,@JenMcJ will check it out. Just want a couple to read while away. New one at Liquid Silver. Just some GOOD reads-read some rubbish lately 
negative,Working  but looking 4ward 2 thailand and this weeks bank holiday weekend!
negative,Ewww cookies and cola dont mix well together...My tummy hurts now 
negative,@childrensjewell so damn annoying when that happens isn't it??  Hope she doesn't copy your work 
negative,Eminem We Made You is GAWBAGE[/Rosci] !  Imma cop Asher Roth's album instead fuck em on his &quot;ass like that &quot; flow
negative,Beeen Awake for awile.. Sick 
negative,"@mokshjuneja yesh it's a bank holiday but everyone else is working. trains, traffic, everything screwed as usual "
negative,bleh. i strongly dislike working at 5:45am everyday.  
negative,Headache. Still a little sleepy! I miss ma babyy soo damn much right noww  WAKEE UPP!
negative,Flight of the Conchords album has *vanished* from Spotify  What gives @spotify_com ?
negative,@LeahEarnshaw awww I'm sorry 
negative,Spring is finally here! Cherry Blossoms galore! Such a shame they are so temporary 
negative,head got bashed by a door today. 
negative,@MilkyMooMoo yuk! end of year accounts   I need to make a start of mine too!
negative,This is amazing. But I can only get 41 words per minute  http://play.typeracer.com/
negative,"@flowersophy I slept so much when I was a little girl! I just started to not sleep as well, when I turned 20 "
negative,why do friends feast while you are on fast 
negative,Bored of Sims for today  Still thinking of a name for me and Lukes youtube account to post our awesome new vid on  ideas people!!
negative,i want to be trendy 
negative,tierd  whats pt swagger mean.. i love the sound of it
negative,feels like i have neglected twilight im sorry  lol
negative,"@Katestar Oh yes, extremely fun when whoever you talk to actually doesn't want to talk to you... I'm so lonely "
negative,"Added the DNS system, compatibility is okay and am looking forward to the possibilities now open. But I need to rework the intro sequence "
negative,No cold water tap in our bathroom  I miss my cold water
negative,Another shoe throwing incident! journalist jarnail singh threw a shoe at Home minister chidambaram!! bt missed target 
negative,Broke my tooth yesterday  it feels like it's spilt in half.
negative,@Wonginator i wish i was on spring break... 
negative,@theresaxo I still can't believe you have to move. I will be over after work to help paint. aww RIP your walllllll 
negative,@justanotherjerk I wanna c &quot;No Doubt&quot; soooo bad!!! 
negative,Aw - Snapcase arent getting back together... I must have dreamt it    
negative,"@JonathanRKnight  You sure did do some tweets, and i missed them  glad to see you're enjoying urself, always nice to hear from you. x"
negative,Wishing we had fast internet NOW....not in 8 years!  http://bit.ly/I72Oi
negative,Getting ready for work... 6:30-3:15..  ..
negative,stooopppiddd Abbey National!! i need to get dosh out and its blooming shut! 
negative,@imagethief I know where you found that... But your URL is so much tinier than mine 
negative,"finding it incredibly unfair that mom got more tan than i, even though i spent more time in the sun  miss him like crazy!"
negative,"@Dr_Black yes, i was invited but will be in San Francisco. Very sorry to miss it "
negative,My DotA ladder stats on GArena don't seem to have been updated 
negative,Leanne is angry at me 
negative,@MichAtagana Ahh I'm sorry  There's a nasty virus going around apparently...Shame Atagana! 
negative,"Amber i don't know how often you check this, but i really miss you right now. Like, really really. So friggen much  i want a hug &lt;/Beth&gt;"
negative,Ate too many Oreos yesterday. Feel very sick today 
negative,"@mauricedb I tried the Sitecom one to, but felt to toy-like "
negative,I will never like getting up at 5 am  dumb work schedule.
negative,need cuddling now 
negative,"http://tr.im/imOv ã®´i, bã®´c H?i Tho?i th? lã®´ giã®´ t? cu?c ??i r?i ( Mã®´nh v?n cã®´n nh? cã®´i nhã®´ t?p th? bã®´ tã®´ c?a bã®´c ã®´ ? ch? Tr?i "
negative,Awww my Whitestrips are not staying on 
negative,soluna is slower than accord 
negative,@Contendo shit... that's horrible! poor kid... 
negative,Btw Eventbox is available for free on Macheist for every visitors. Unfortunately I switched to Tweetdeck  http://macheist.com
negative,my back is in bits 
negative,"hmm, so the sun shining brightly thru my curtains lit up my room n woke me up  cnt sleep nw, 10 is way too early to wake up! "
negative,hates maths tuition on a holiday..wanted to sync my i-pod with the latest tracks nd podcasts ! Will have to wait until im bck  #fb
negative,V?a bã®´ d?y kh?i gi??ng. M?t quã®´ 
negative,@garcevisage  Aww did your mic work at all?
negative,"@Gemmaface Awww Gemma, I hope you're not "
negative,Where's my 'search' bar? How come Aoife got one and I didn't? Twitter must like her better than me 
negative,@suilin nobuuuuuuu!!! you evil evil girl 
negative,I wish I were playing Reindeer Games up at Fowler... 
negative,trying to write an essay in english. Painful 
negative,@missymoouk Oh No!!  I know. I haven't cried that much since Wham split up.....
negative,mommy... is school closed today? 
negative,@WestEndActress nooo u shudent have deleted it  x
negative,"@kaitlinmonroe Aw, that sounds so fun! I'm so bummed that I missed it  Did you get to meet anyone?"
negative,trying to check my phone bill online seems like it doesn't like me though! 
negative,Manu Ginobili is out for the rest of the season and the playoffs  
negative,"Yeh totally dig FireBug but enuff is enuff, gonna start using Safari4/Charles + ditch FF and see how debugging goes, too many FF crashes "
negative,Sad movies make me think of things that I don't really wanna think about 
negative,I wish there was something for dinner. 
negative,Im up... I slept an hour last night... Death.... 
negative,"off to pick up the dog, doctor's note, and back to work "
negative,"just been given ma marching orders, gotta go do some work, yay "
negative,"moving moving moving, keep those boxes moving, Rawhide!! think i've gone delirious from moving "
negative,Why is Changes by 2Pac not on iTunes? Boo 
negative,"ugh.  stupid bug in SpamAssassin rule-QA backend discovered, it's going to take some fixing at some point.  adding to the TODO list "
negative,@babyvtec yeah.. Hw 
negative,handyman just cancelled on me 
negative,hi twiitters  i ammm sooooo tired right nowwww . FALLING ASLEEP ON MSN ! i am thinking a less lazy day today ;P xx
negative,fed up of being ill 
negative,wow. everyone has abandoned twitter 
negative,"just been given ma marching orders, gotta go do some work, yay  "
negative,"@andrerib Oh, today it is not possible for me  Family matters, but i will try to attend next !"
negative,gd mornin world. i hav a cold.. my throat is burnin! 
negative,Morning people. Away to get some breakfast and then sort myself out and then must start on HWm no lazing about today  Xx
negative,Guess I should go to bed... Have to be up in 5.5 hours... haven't been able to sleep lately too stressed about website not being done yet 
negative,@aventure That's windows for you... I get to deal with about 20 windows servers and 180 windows machines misbehaving every day..  shoot me
negative,@babyvtec geez it's so late for you!! Good luck at work tomorrow  I am soooo knackered too. Love you!
negative,"just been given ma marching orders, gotta go do some work, yay.........  "
negative,@DanaEatsYou   hahaha im sorry  i didnt mean to. and you're supposed to film the day of silly! thats cheating doing it the day before!
negative,"@DonnieWahlberg Wise words but life sometimes doesn't work out as you plan, life has a habit of kicking you when you're down. "
negative,Gosh  It is raining in summer cause of the global warming?
negative,@Pigman i love the cooler trenchcoat weather!! but DNW the darker evenings as it's scary to run at night 
negative, i close my eyes nd i see your face..:/ whens it gonna stop? ::sigh times 5::
negative,I have packed off hubby to Bristol! Missing him already 
negative,Doing homework 
negative,@HopeOk but i will be soon.  -dies-
negative,"@rustyrockets I'll give you a fiver towards the fine - not much, but Im skint from paying for  Al Darlings eyebrow waxing "
negative,"Hmm, A request for me to feature an app on my site from a &quot;Merketing Specialist&quot; (sic) addressed to &quot;Dear Editor!&quot;  Oh dear "
negative,@nishitd NO!  I missed everything.. 1/4 onwards. Stupid work getting in the way of tennis.  
negative,Thought this being a 4-day week would make Tuesday more bearable. I was wrong 
negative,I'm more tired than a very tired thing today. 
negative,@Mark_Mulligan Exactly! That was the core of my concept for Virgin. Just a shame the money ran out before we could realise it 
negative,@jonathanchong I could do with a long week 
negative,"@ambermatson Yes, seems to have been much worse than normal over past few months "
negative,just found the most gorgeous pair of vintage dior sunglasses... they are ã®´125 though 
negative,"I am a work martyr. Give me chocolate, coffee and sympathy. And now my cat's decided she's dying "
negative,"nothing much, not well, in bed all day!!! "
negative,Looking at the rain fall in Rotterdam.. 
negative,@eoghanquigg wish i could but i'm no where near belfast  -- love the new song btw!
negative,fever has started  anyone have any miracle cures for a cold?
negative,"I have just really, really splattered the bowl "
negative,Why do most videos i play skip and jump 
negative,is hungover  and just wants to stay in bed all day ?
negative,I just set up a Twitter profile for one of my colleagues and noticed he's got a much more swish sidebar - how do I get that? 
negative,Had a great 21st birthday but is sick as with the flu 
negative,@fromthestars I WANNA GO TO AN AMUSEMENT PARK.  EK is getting tired. :|
negative,"Just had myself as driving lesson, went pretty well.  Need to stop crossing my hands over on the wheel apparently though, bad times "
negative,"Found a nice lake-side park with a small beach, but . . . no grills   Oh well . . . I'll have to keep looking - another time."
negative,@billbeckett Did you know tai means shit in indonesian. 
negative,"is dreading tomorrow   I HATE hospitals, especially when it's your baby that is the patient."
negative,not feeling so hot 
negative,"@jedi58 Yup. The whole game was amazing technically, it looked great. Gutted I sold the game and my original Xbox now actually. "
negative,is not looking forward to working today 
negative,"Blooming great, change of weather now I have a cold, just my luck, don't seem to be having much luck lately... life sucks at the mo "
negative,@playandstay Well i've actually only been to Thorpe Park   So I'm sooo looking forward to Alton Towers!
negative,WANTS TO GO OUT BADLY 
negative,this is way to early to go to work 
negative,@bradiewebbstack sway sway tour in julyyyyy! exitedd muchh  follow me pleaseeee? i need more followerss 
negative,Living on Neurofen for another day. Please go away headache. 
negative,is gonna start revising for exams in May 
negative,@LadyErlynne awwww.  you could always post in the Transfig classroom with Sharmila
negative,I have to go to the library and get some books on the bloody was  I really can't be bothered with these A levels anymore
negative,nothinn  nothings on tv  maybe they've run out of programs
negative,"@RetraceLady @djslump Morning! Oh no, more of them?  #terremoto #earthquake #italy"
negative,is seriously wondering what the Australian public were thinking by kicking my baby Kat off of SYTYCD!  I miss her already...
negative,so today is apparently cuddle up day. and i have no one to cuddle up with. 
negative,@erickaaa im at workkkk  im freezing too i need a mass hug from you! can i call u 2night babe? xxx
negative,"@Winetweat: sorry  but follow us, we're going to publish pictures and video and sometimes also in english"
negative,"@quinparker I find that, in this age of internettery, this is how you perfectly express sorrow and empathy for another's pain "
negative,ARGH finally figured out whats killing 'Inquizitor' games on Jailbroken devices. About 30 1 star reviews too late though!  Fix on the way
negative,"Considering new business name, which means new logo and website. Finding it very difficult to pick a name though. Been 2 weeks  #fail"
negative,Office time.!! 
negative,@beatccr I can't wait to read that one...still waiting on my copy 
negative,having lunch on my desk while i work 
negative,wants an iphone 
negative,ITS APRIL! STOP SNOWING!!! 
negative,Trying to find the motivation to write some essays and finding it sad that my life revolves around essay writing 
negative,I heard he stopped singing.  It's a shameã®´ ? http://blip.fm/~3xath
negative,@theletterj Couldn't agree more. People keep stealing my elastic band ball 
negative,Stuck inside...poorly little people 
